iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
54,15,1,30,2,2,19,7,15,2,22,0,0.33,0,27,1,20,20,20,10,10,20,0,4,5,5,4,5,4,4,2,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,4,7,7,6,6,5,6,4,2,2
54,15,1,30,2,2,19,3,11,3,23,0,0.35,0,21,4,10,20,40,10,10,10,0,6,7,6,6,5,5,6,4,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,6,7,7,7,9,7,7,5,2,2
54,15,1,30,2,2,19,10,18,4,24,0,0.49,1,27,2,10,20,20,15,20,15,0,6,8,,8,8,8,7,6,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,7,8,7,7,8,7,5,2,2
54,15,1,30,2,2,19,12,1,5,25,0,-0.15,1,25,2,20,20,15,15,15,15,0,5,8,8,6,9,6,6,7,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,9,9,9,7,5,7,5,2,2
54,15,1,30,2,2,19,13,2,6,26,0,0.16,1,23,2,20,20,20,15,15,10,0,2,8,7,2,7,2,3,3,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,8,7,8,7,6,7,4,2,2
54,15,1,30,2,2,19,4,12,7,27,0,-0.06,0,22,3,17,10,18,20,25,10,0,2,4,7,3,6,2,1,2,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,9,9,8,9,8,7,8,5,2,2
54,15,1,30,2,2,19,1,9,8,28,0,,1,26,2,,,,,,,0,4,5,6.5,5,5,6,4,4,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,7,8,7,7,7,7,7,6,2,2
54,15,1,30,2,2,19,9,17,9,29,0,-0.16,1,22,2,20,22,18,15,15,10,0,6,7,6,4,6,5,6,4,,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,5,8,7,7,7,5,6,6,2,2
54,15,1,30,2,2,19,15,4,10,30,0,0.21,1,23,2,10,20,20,20,20,10,0,3,5,8,4,7,6,6,5,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,6,8,8,7,8,6,6,5,2,2
54,15,1,30,2,2,19,8,16,11,31,0,0.26,1,24,2,35,10,20,20,10,5,0,4,5,6,4,5,5,5,5,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,8,8,8,7,7,7,6,2,2
54,15,1,30,2,2,19,18,7,12,32,0,0.19,0,27,4,50,0,50,0,0,0,0,7,6,9,8,9,9,7,5,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,7,8,8,7,8,6,7,5,2,2
54,15,1,30,2,2,19,19,8,13,33,0,-0.29,1,30,2,30,20,30,10,0,10,0,5,6,5,5,6,8,5,2,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,5,8,8,7,7,7,6,5,2,2
54,15,1,30,2,2,19,2,10,14,34,0,0.16,0,21,4,30,5,30,15,15,5,0,4,6,6,5,7,3,5,4,,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,8,7,8,7,7,7,7,2,2
54,15,1,30,2,2,19,17,6,15,35,0,-0.29,1,25,2,20,23,23,22,7,5,0,6,8,8,6,7,9,7,8,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,1,8,8,9,7,8,7,7,6,2,2
54,15,1,30,2,2,19,6,14,16,36,0,0.83,1,26,2,20,25,20,15,15,5,0,3,4,6,4,5,2,4,5,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,9,8,7,6,7,6,7,6,2,2
54,15,1,30,2,2,19,11,19,17,37,0,0.68,1,27,2,10,10,30,25,10,15,0,4,3,4,2,3,3,3,3,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,6,8,7,6,8,6,7,5,2,2
54,15,1,30,2,2,19,14,3,19,38,0,0.11,0,23,1,50,10,20,10,10,0,0,3,9,9,5,9,5,5,1,2,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,6,8,9,7,8,6,6,3,2,2
54,15,1,30,2,2,19,16,5,20,39,0,0.54,0,24,3,20,20,20,15,15,10,0,4,8,8,5,6,,5,3,,28,MBA,8,2,1,1,5,5,1,7,40,20,20,20,0,0,0,3,8,7,8,7,5,6,5,2,2
55,16,1,32,2,2,19,5,1,1,21,0,0.39,0,21,4,12,18,20,16,16,18,0,5,9,9,8,9,5,8,3,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,5,8,10,7,9,5,6,6,2,2
55,16,1,32,2,2,19,7,3,2,22,0,0.16,1,27,1,20,20,20,10,10,20,1,6,7,7,7,7,7,7,6,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,5,8,9,7,10,8,7,7,2,2
55,16,1,32,2,2,19,3,18,3,23,0,0.1,0,21,4,10,20,40,10,10,10,0,6,8,7,6,7,5,6,5,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,6,9,10,8,10,7,7,7,2,2
55,16,1,32,2,2,19,10,6,4,24,0,-0.22,0,27,2,10,20,20,15,20,15,0,8,7,7,,,2,6,4,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,9,9,8,8,6,8,6,2,2
55,16,1,32,2,2,19,12,8,5,25,0,0.53,0,25,2,20,20,15,15,15,15,0,7,7,7,8,8,6,7,5,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,9,8,10,9,8,9,6,2,2
55,16,1,32,2,2,19,13,9,6,26,0,0.03,0,23,2,20,20,20,15,15,10,0,6,6,6,6,6,4,6,5,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,9,8,9,9,8,9,7,2,2
55,16,1,32,2,2,19,4,19,7,27,0,-0.16,0,22,3,17,10,18,20,25,10,0,5,6,6,4,3,4,4,1,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,9,8,9,10,9,8,10,7,2,2
55,16,1,32,2,2,19,1,16,8,28,0,,0,26,2,,,,,,,0,4,6,6,5,6,6,4,4,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,9,9,10,9,9,9,10,7,2,2
55,16,1,32,2,2,19,9,5,9,29,0,0.52,0,22,2,20,22,18,15,15,10,1,6,8,7,6,5,3,6,6,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,6,8,8,8,9,6,7,8,2,2
55,16,1,32,2,2,19,15,11,10,30,1,0.49,0,23,2,10,20,20,20,20,10,1,7,7,8,8,7,8,8,5,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,7,9,10,10,10,10,8,9,2,2
55,16,1,32,2,2,19,8,4,11,31,1,-0.32,0,24,2,35,10,20,20,10,5,1,9,8,7,10,9,8,8.5,9,1,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,10,10,10,10,8,10,10,1,2
55,16,1,32,2,2,19,18,14,12,32,0,0.2,0,27,4,50,0,50,0,0,0,0,8,8,7,9,7,5,7,3,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,6,8,10,8,7,7,8,7,2,2
55,16,1,32,2,2,19,19,15,13,33,0,-0.15,0,30,2,30,20,30,10,0,10,0,7,7,6,6,6,4,5,2,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,6,9,9,8,8,7,8,7,2,2
55,16,1,32,2,2,19,2,17,14,34,0,0.5,0,21,4,30,5,30,15,15,5,0,4,4,5,6,6,5,5,3,,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,9,10,9,10,9,10,10,2,2
55,16,1,32,2,2,19,17,13,15,35,0,0.33,0,25,2,20,23,23,22,7,5,0,6,8,8,8,8,6,8,8,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,8,8,9,9,8,8,5,2,2
55,16,1,32,2,2,19,6,2,16,36,0,-0.12,0,26,2,20,25,20,15,15,5,0,5,6,8,6,8,4,5,5,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,6,9,9,8,9,7,7,8,2,2
55,16,1,32,2,2,19,11,7,17,37,0,-0.27,0,27,2,10,10,30,25,10,15,1,5,7,6,7,4,5,4,4,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,6,9,9,7,7,,7,7,2,2
55,16,1,32,2,2,19,14,10,19,38,1,0.11,1,23,1,50,10,20,10,10,0,1,8,8,8,8,9,8,9,6,1,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,1,8,10,10,10,10,10,10,10,1,2
55,16,1,32,2,2,19,16,12,20,39,0,-0.08,0,24,3,20,20,20,15,15,10,0,6,7,8,10,7,,7,3,2,23,LAW,1,1,1,1,6,4,2,7,20,25,25,10,10,10,0,5,9,10,9,10,9,8,9,2,2
66,1,1,2,1,3,10,5,7,1,56,0,0.26,0,23,2,17,18,18,15,17,15,0,2,6,2,3,2,3,2,5,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,1,7,6,6,7,9,5,6,6,2,3
66,1,1,2,1,3,10,4,6,2,57,0,0.23,0,22,2,10,20,20,20,15,15,0,8,7,7,7,7,7,8,7,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,0,4,7,7,6,6,5,5,5,2,3
66,1,1,2,1,3,10,7,9,3,58,0,,0,,,,,,,,,0,4,9,9,8,8,5,5,9,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,1,5,8,8,,9,8,7,6,,3
66,1,1,2,1,3,10,8,10,4,59,0,,0,,,,,,,,,0,,,,,,,,,,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,0,4,,,,,,,,,3
66,1,1,2,1,3,10,6,8,5,60,1,0.16,0,29,6,5,20,25,15,15,20,1,9,10,10,5,,,8,5,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,1,5,8,7,8,8,6,6,6,2,3
66,1,1,2,1,3,10,9,1,6,61,0,0.39,0,28,2,15,15,20,15,15,20,0,5,8,7,8,8,3,5,4,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,0,3,6,,5,6,5,4,6,2,3
66,1,1,2,1,3,10,3,5,7,62,0,0.27,1,26,3,30,10,20,20,10,10,0,6,7,7,7,8,6,6,7,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,1,9,8,8,8,7,5,8,5,2,3
66,1,1,2,1,3,10,2,4,8,63,0,0.17,0,24,4,5,15,45,25,0,10,1,2,7,7,5,4,2,6,5,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,0,2,6,7,5,6,4,5,6,2,3
66,1,1,2,1,3,10,10,2,9,64,0,-0.07,0,27,4,10,25,25,10,10,20,1,7,7,8,6,8,5,7,5,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,0,4,6,6,5,4,4,4,5,2,3
66,1,1,2,1,3,10,1,3,10,65,0,0.48,0,23,6,17,17,17,17,17,15,0,6,7,8,7,8,6,6,6,2,29,Business & International Affairs,8,3,1,1,2,6,4,5,20,25,15,15,53,20,1,8,8,8,8,6,8,8,7,2,3
67,2,1,4,1,3,10,5,3,1,56,0,-0.15,0,23,2,17,18,18,15,17,15,0,3,9,9,7,9,7,5,6,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,1,8,8,7,7,7,5,7,5,2,3
67,2,1,4,1,3,10,4,2,2,57,0,-0.01,0,22,2,10,20,20,20,15,15,0,8,8,8,7,8,1,5,5,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,5,10,7,5,4,1,5,1,2,3
67,2,1,4,1,3,10,7,5,3,58,0,,0,,,,,,,,,1,7,7,8,5,,4,6,7,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,,,,,,,,,,3
67,2,1,4,1,3,10,8,6,4,59,0,,0,,,,,,,,,0,,,,,,,,,,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,,,,,,,,,,3
67,2,1,4,1,3,10,6,4,5,60,0,0.03,1,29,6,5,20,25,15,15,20,0,7,10,10,3,,3,4,2,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,6,6,5,10,7,6,6,5,2,3
67,2,1,4,1,3,10,9,7,6,61,0,-0.04,0,28,2,15,15,20,15,15,20,0,6,8,7,8,7,3,5,4,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,0,6,5,4,3,2,1,5,2,3
67,2,1,4,1,3,10,3,1,7,62,1,0.26,0,26,3,30,10,20,20,10,10,1,8,9,9,9,8,8,8,8,1,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,1,10,10,10,10,10,10,10,10,1,3
67,2,1,4,1,3,10,2,10,8,63,1,0.03,0,24,4,5,15,45,25,0,10,1,7,7,7,5,5,5,7,5,1,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,1,5,5,5,5,5,5,5,5,1,3
67,2,1,4,1,3,10,10,8,9,64,0,0.39,0,27,4,10,25,25,10,10,20,1,7,7,7,6,5,5,6,5,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,0,6,6,8,6,7,6,6,5,2,3
67,2,1,4,1,3,10,1,9,10,65,0,-0.43,1,23,6,17,17,17,17,17,15,0,6,7,7,7,7,6,6,5,2,22,Law,1,6,1,1,6,5,2,5,20,15,20,20,5,10,1,7,6,7,8,7,7,6,5,2,3
68,3,1,6,1,3,10,5,8,1,56,0,0.44,0,23,2,17,18,18,15,17,15,0,3,7,5,3,5,2,2,2,,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,6,4,5,6,4,3,5,0,2,
68,3,1,6,1,3,10,4,7,2,57,0,0.68,0,22,2,10,20,20,20,15,15,0,7,6,9,7,7,7,8,7,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,5,6,6,5,5,4,4,0,2,
68,3,1,6,1,3,10,7,10,3,58,0,,0,,,,,,,,,1,6,7,9,8,7,5,5,8,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,6,7,5,6,5,6,7,0,2,
68,3,1,6,1,3,10,8,1,4,59,0,,0,,,,,,,,,0,3,4,9,2,9,6,3,3,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,5,7,6,4,4,6,5,0,2,
68,3,1,6,1,3,10,6,9,5,60,0,0.28,0,29,6,5,20,25,15,15,20,0,5,1,9,1,1,1,2,1,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,3,6,5,4,6,4,4,5,2,
68,3,1,6,1,3,10,9,2,6,61,0,0.8,0,28,2,15,15,20,15,15,20,0,7,7,8,7,8,6,5,3,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,4,6,6,5,5,2,5,0,2,
68,3,1,6,1,3,10,3,6,7,62,0,0.17,0,26,3,30,10,20,20,10,10,0,6,7,7,5,6,6,6,5,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,1,8,7,6,5,5,4,7,3,2,
68,3,1,6,1,3,10,2,5,8,63,0,0.41,0,24,4,5,15,45,25,0,10,1,7,7,8,5,5,5,6,3,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,4,7,7,6,5,3,6,5,2,
68,3,1,6,1,3,10,10,3,9,64,0,0.03,0,27,4,10,25,25,10,10,20,0,4,5,7,4,5,3,4,2,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,3,4,6,3,7,2,4,0,2,
68,3,1,6,1,3,10,1,4,10,65,0,0.65,0,23,6,17,17,17,17,17,15,0,7,7,7,7,7,6,6,5,2,27,MFA Creative Writing,6,1,1,1,5,4,3,5,21,17,22,20,8,13,0,6,7,6,7,5,3,6,5,2,
69,4,1,8,1,3,10,5,9,1,56,1,-0.05,1,23,2,17,18,18,15,17,15,1,5,10,8,5,8,6,6,6,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,1,7,5,5,7,6,,6,4,2,1
69,4,1,8,1,3,10,4,8,2,57,0,-0.31,1,22,2,10,20,20,20,15,15,0,9,8,7,8,9,9,9,7,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,4,7,7,5,5,,4,2,2,1
69,4,1,8,1,3,10,7,1,3,58,0,,0,,,,,,,,,1,8,8,9,9,7,8,8,9,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,4,7,4,2,3,1,1,1,2,1
69,4,1,8,1,3,10,8,2,4,59,0,,0,,,,,,,,,0,6,4,6,6,6,4,6,8,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,5,8,6,6,,4,6,4,2,1
69,4,1,8,1,3,10,6,10,5,60,0,0.12,0,29,6,5,20,25,15,15,20,1,9,9,10,9,,4,9,6,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,4,7,7,4,4,,3,3,2,1
69,4,1,8,1,3,10,9,3,6,61,0,-0.18,1,28,2,15,15,20,15,15,20,1,8,8,8,8,8,5,8,4,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,2,8,8,4,6,3,4,4,2,1
69,4,1,8,1,3,10,3,7,7,62,1,0.31,0,26,3,30,10,20,20,10,10,1,8,8,8,8,8,8,8,8,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,1,8,6,8,6,7,,7,4,2,1
69,4,1,8,1,3,10,2,6,8,63,0,0.02,0,24,4,5,15,45,25,0,10,1,6,7,8,5,6,5,6,5,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,1,6,8,7,9,,5,3,2,1
69,4,1,8,1,3,10,10,4,9,64,0,-0.18,0,27,4,10,25,25,10,10,20,1,7,7,8,6,4,4,7,5,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,4,6,8,4,9,1,4,3,2,1
69,4,1,8,1,3,10,1,5,10,65,0,-0.2,0,23,6,17,17,17,17,17,15,0,7,7,7,7,8,6,6,6,2,28,MBA,8,2,2,2,6,6,1,3,50,10,30,10,0,0,0,5,6,5,8,6,2,5,4,2,1
70,5,1,10,1,3,10,5,4,1,56,1,0.07,1,23,2,17,18,18,15,17,15,1,4,7,9,9,10,7,9,9,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,1,8,6,7,7,7,5,8,3,2,0
70,5,1,10,1,3,10,4,3,2,57,0,0.02,1,22,2,10,20,20,20,15,15,1,8,10,10,10,10,10,10,8,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,5,8,7,5,5,4,7,2,2,0
70,5,1,10,1,3,10,7,6,3,58,0,,0,,,,,,,,,0,5,9,9,9,9,5,5,9,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,6,6,7,8,6,7,6,2,2,0
70,5,1,10,1,3,10,8,7,4,59,0,,0,,,,,,,,,0,,,,,,,,,,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,,,,,,,,,,0
70,5,1,10,1,3,10,6,5,5,60,0,0.45,0,29,6,5,20,25,15,15,20,0,6,10,10,8,8,8,6,2,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,6,6,6,8,6,5,7,2,2,0
70,5,1,10,1,3,10,9,8,6,61,0,0.14,1,28,2,15,15,20,15,15,20,0,6,5,6,8,8,4,5,2,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,5,8,9,7,5,5,6,2,2,0
70,5,1,10,1,3,10,3,2,7,62,0,0.37,0,26,3,30,10,20,20,10,10,0,7,7,8,7,8,7,7,7,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,8,6,7,5,6,7,7,2,2,0
70,5,1,10,1,3,10,2,1,8,63,0,0.63,0,24,4,5,15,45,25,0,10,1,6,6,9,8,8,5,8,4,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,5,7,9,7,5,4,7,2,2,0
70,5,1,10,1,3,10,10,9,9,64,0,0.34,0,27,4,10,25,25,10,10,20,0,5,6,8,6,8,4,5,3,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,6,6,9,6,6,5,6,2,2,0
70,5,1,10,1,3,10,1,10,10,65,0,0.02,0,23,6,17,17,17,17,17,15,0,7,7,8,7,7,6,6,5,2,26,MBA,8,2,5,1,5,2,1,3,25,10,20,20,15,10,0,7,7,7,7,7,8,7,3,2,0
71,6,1,12,1,3,10,5,2,1,56,0,-0.37,1,23,2,17,18,18,15,17,15,0,3,10,8,6,7,7,5,10,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,1,9,8,8,10,9,6,8,1,2,2
71,6,1,12,1,3,10,4,1,2,57,1,-0.34,1,22,2,10,20,20,20,15,15,1,10,9,9,8,8,7,8,7,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,1,6,9,8,6,8,6,9,3,2,2
71,6,1,12,1,3,10,7,4,3,58,1,,0,,,,,,,,,1,6,8,9,5,9,7,7,9,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,1,6,7,6,8,9,6,6,2,2,2
71,6,1,12,1,3,10,8,5,4,59,0,,0,,,,,,,,,0,,,,,,,,,,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,0,,,,,,,,,,2
71,6,1,12,1,3,10,6,3,5,60,0,-0.34,0,29,6,5,20,25,15,15,20,0,2,10,10,1,7,2,3,1,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,0,4,8,6,6,5,1,2,0,2,2
71,6,1,12,1,3,10,9,6,6,61,1,-0.47,1,28,2,15,15,20,15,15,20,1,6,9,8,8,8,5,6,4,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,1,6,6,8,7,7,2,8,0,2,2
71,6,1,12,1,3,10,3,10,7,62,0,0.14,0,26,3,30,10,20,20,10,10,0,7,8,8,7,8,8,8,8,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,0,10,6,8,10,6,,9,0,2,2
71,6,1,12,1,3,10,2,9,8,63,0,-0.32,0,24,4,5,15,45,25,0,10,0,1,7,5,3,5,1,1,1,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,0,6,4,6,7,,,5,0,2,2
71,6,1,12,1,3,10,10,7,9,64,0,-0.05,0,27,4,10,25,25,10,10,20,1,5,6,6,4,7,5,6,4,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,0,7,7,9,8,8,5,6,0,2,2
71,6,1,12,1,3,10,1,8,10,65,0,-0.37,0,23,6,17,17,17,17,17,15,0,5,7,7,5,7,5,5,4,2,21,Law,1,2,6,7,5,6,2,9,60,15,0,15,0,10,1,8,8,9,9,8,6,7,1,2,2
72,7,1,14,1,3,10,5,1,1,56,0,0.65,1,23,2,17,18,18,15,17,15,0,3,10,5,3,5,4,3,10,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,1,7,8,7,5,7,5,6,7,2,1
72,7,1,14,1,3,10,4,10,2,57,0,0.44,1,22,2,10,20,20,20,15,15,1,10,10,10,10,9,9,8,7,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,5,8,8,7,7,7,6,6,2,1
72,7,1,14,1,3,10,7,3,3,58,0,,0,,,,,,,,,0,5,9,9,6,5,4,6,8,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,1,6,7,7,7,6,6,6,4,2,1
72,7,1,14,1,3,10,8,4,4,59,0,,0,,,,,,,,,0,6,6,0,0,2,2,0,4,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,6,7,7,3,5,3,3,3,2,1
72,7,1,14,1,3,10,6,2,5,60,0,0.61,0,29,6,5,20,25,15,15,20,0,10,4,8,1,1,3,3,1,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,5,8,7,6,5,5,5,6,2,1
72,7,1,14,1,3,10,9,5,6,61,0,0.41,1,28,2,15,15,20,15,15,20,0,7,7,8,8,8,5,6,4,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,5,8,7,5,6,5,6,7,2,1
72,7,1,14,1,3,10,3,9,7,62,0,0.33,0,26,3,30,10,20,20,10,10,0,7,7,6,6,7,7,7,7,,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,1,7,7,7,7,7,7,7,5,2,1
72,7,1,14,1,3,10,2,8,8,63,0,0.21,0,24,4,5,15,45,25,0,10,0,3,8,5,3,7,1,1,3,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,5,8,8,5,7,6,6,6,2,1
72,7,1,14,1,3,10,10,6,9,64,0,0.07,0,27,4,10,25,25,10,10,20,1,6,6,7,6,6,6,6,4,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,6,7,8,4,7,6,5,5,2,1
72,7,1,14,1,3,10,1,7,10,65,0,0.45,0,23,6,17,17,17,17,17,15,0,7,7,7,7,6,7,6,5,2,22,Engineering,5,2,8,1,5,6,1,7,21,20,19,20,10,10,0,5,7,7,7,6,7,7,7,2,1
73,8,1,16,1,3,10,5,5,1,56,0,-0.31,1,23,2,17,18,18,15,17,15,1,4,10,9,8,9,7,6,8,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,7,7,6,5,4,5,5,5,2,0
73,8,1,16,1,3,10,4,4,2,57,0,-0.58,1,22,2,10,20,20,20,15,15,1,10,10,10,10,10,9,8,7,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,6,8,6,6,6,5,5,6,2,0
73,8,1,16,1,3,10,7,7,3,58,0,,0,,,,,,,,,0,4,8,8,7,8,4,4,8,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,5,7,7,6,6,5,4,4,2,0
73,8,1,16,1,3,10,8,8,4,59,0,,0,,,,,,,,,0,,,,,,,,,,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,,,,,,,,,,0
73,8,1,16,1,3,10,6,6,5,60,0,-0.13,0,29,6,5,20,25,15,15,20,1,7,10,10,9,,4,8,4,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,4,7,6,6,7,5,5,7,2,0
73,8,1,16,1,3,10,9,9,6,61,0,-0.56,1,28,2,15,15,20,15,15,20,0,6,5,7,8,9,4,4,2,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,0,3,7,7,3,6,5,3,3,,0
73,8,1,16,1,3,10,3,3,7,62,0,0.14,0,26,3,30,10,20,20,10,10,0,7,8,8,7,9,7,7,8,2,22,MBA,8,2,7,3,6,4,2,2,30,10,20,30,0,10,1,7,7,7,6,5,5,7,6,2,0
